idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
41378141,2015-03-16,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,31,,05c39421-f670-4f18-a88f-2f0e60170498
41321677,2016-04-15,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,32,C,9ec58a15-c0f8-4fca-8bc2-019b4beae514
41613270,2014-02-27,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A,99e63b71-1306-4b94-89bf-4de8f2189237
41599169,2015-12-21,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,22,,0fa5bf67-54a1-4866-9518-20b05f172d4c
41318874,2015-05-13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,959a6f53-0fce-41f8-9924-bef6e55522dc
41105497,2016-07-20,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,5dba9b82-250e-4055-b827-529d2ac5cbad
40885805,2014-02-26,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,,2789faff-98f6-46e4-a535-2c6ffd52d981
50000290,2013-08-29,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,,1402d0c4-6905-4506-9df3-581f319228eb
41549943,2016-05-13,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,35,,4e829534-7d64-46ce-a183-55124dc0674e
40962981,2014-07-23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,8fc1c1d9-4ac0-4b42-8afd-645fb8184cb8
41670551,2016-01-08,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,52366bc5-6466-46fe-92c4-caaaaa029313
50004334,2016-03-24,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A,a0dd0a33-13d7-4fa9-a0f9-43fb84f33eb0
41660608,2013-11-26,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,21,B,bb27cfa6-292f-4432-9fcb-3d315386adc3
41061355,2014-09-10,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,a6740cbf-b7ea-4b35-b3b4-fee0a5e1a340
50000083,2014-10-08,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,465ebfe3-67dd-44d3-811c-e33eb42c9630
50046856,2016-06-29,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,cf747d67-0033-4e3f-944e-3f01b4c95679
41393496,2016-05-14,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,33,,1f85731d-afe5-436f-b05e-c6e21eb92b1c
50000919,2015-10-26,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37,,df0a661e-6fff-456c-b44b-281b72804b11
50046468,2016-03-10,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,1897969e-68cc-420d-b432-a907655b1432
41337501,2016-09-29,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,bd7e9f7b-5497-4895-9016-276aaa15acc4
50038280,2015-08-05,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,15,,1719f871-3358-448b-9eda-310f3f889cde
50001029,2016-02-10,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,17,,6b8ee802-19a1-41a5-9abd-b3b95be4d4a8
50002344,2016-08-05,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,67,,fa62b4ba-ffae-4768-83fd-d4f5ab7fefe4
41391483,2013-08-14,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,663a115a-2c85-474a-a9dd-dff6eacb9a82
40738247,2014-11-12,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,07d26c02-1429-499d-9c56-624923ef79c9
50052580,2016-07-23,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,46,,7128022a-ad06-4870-98f0-2307c75e90f1
41457638,2015-03-16,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,17,,65cbb0d7-36ff-412f-8369-3a3255ec0c5a
41710873,2014-11-07,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A,746c89b0-d475-48bf-9b63-9e9d6ff067c9
41559193,2015-08-03,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,5eac1c99-6fa5-434f-9371-a1b79c54a538
41492598,2013-11-26,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,35,,b0657cf1-9497-409e-8238-b5e661735c37
50004431,2016-08-22,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,66,,e6c56cb5-52ed-4a58-91a3-f996ca3421cf
41699488,2014-02-04,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,24,,49b9a54d-57c6-4702-843c-f7b6987c6b9d
50003153,2015-04-20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22,,867b7bac-4c16-420b-8aef-c67243c29968
40369012,2014-04-17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,,be564070-67d6-4d48-ae6c-b599fb329e88
50033434,2016-02-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,ccd3b2ce-e4a1-40d8-90a2-a5455f4bec25
40949521,2015-02-06,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,25b3b275-ec68-4e80-a6e0-ee3eb16ec69e
41639740,2015-11-18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,e69c9e6e-58e0-4f82-9f62-cbfeae263046
50037680,2015-09-14,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,53,,69325ebe-08d6-401a-8667-53de2c5506ab
50001077,2013-12-24,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,9,,71e9f462-a21d-4596-8a84-af663fe55883
50032753,2016-05-04,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,22,,317c9da6-c244-46ca-81b9-e862a2b91893
50034535,2016-08-18,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,7,,8f9dd2a7-0b30-49a5-9759-285353085145
50035125,2015-05-14,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,23,,ef3f34ec-a775-4b87-9714-56a5304c2335
50003587,2016-04-19,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,13,A,34a6b06b-20a8-4f9c-a5d4-d90049fdfdcf
41304936,2015-03-19,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,4006c815-f2d0-4c2f-90a5-64a6e71c2922
40696304,2016-01-08,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,18560b62-1929-448f-a16e-92df199331c1
41670323,2016-09-15,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,,e8776d6f-72bf-49ed-b5f9-6999507be5f8
50001736,2014-08-04,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,B,bd9a8a12-43db-4e45-ac6d-4b2f4a362743
50003720,2013-11-20,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,14,,6bdc3d42-1f6d-4baf-bbd9-aae7f4af6698
40622348,2014-11-12,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,23,,30e1c09e-0ca9-4468-8208-f6b59a7548a1
41241377,2015-05-04,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,5ad99305-a7e8-4220-9920-e85c131e7479
40900938,2015-01-30,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,e2cfbe22-7c81-4363-9002-df012ef00ddd
50053144,2016-08-31,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,78a2116c-a74e-4333-991b-50787b02f7b6
41714097,2015-07-31,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A,0c540610-d8cb-434a-8a4a-10eb29c79761
41018536,2014-01-31,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,29,,93376639-ae56-4211-abf6-383454f282ad
41686184,2014-12-16,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,8,A,52302df3-32f3-4d92-9dfa-824f67c831d2
41304618,2013-05-28,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,35,C,e18f1604-51de-475d-8126-21593e7d6af3
40938424,2014-07-26,,,Not Applicable,0,,a2e27ff2-cf16-4e23-b067-d8c567cdba7e
41510014,2016-02-01,20F,Current letter grade card not posted.,Not Critical,0,,c192759b-c40f-4f5c-8cab-85095251e3fa
41368920,2014-07-17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A,95d39f0f-990d-4548-9612-7d84f2b7f1cc
41706130,2013-03-28,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,15,,11688c85-f8a5-4608-9fc7-6943e2f4032a
41567090,2013-02-19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,,3d8695a5-3706-4fb0-8938-eb12a7bacbdd
41413288,2015-07-29,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,45,,62bede84-b7f7-4869-93ce-026db89f40de
40863575,2013-07-18,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,51,,83c8eef1-0f75-4ef5-b808-68b8e85613e1
41613392,2014-10-23,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,2db2eb74-4f9f-47c6-b21c-876848fa0cca
