idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
41651044,DOMINIES,QUEENS,3407,30 AVENUE,11103,9173534050,American,2015-01-28,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,5,A
41380245,RED LOTUS BAKERY & CAFE,QUEENS,25507,NORTHERN BOULEVARD,11362,7188190288,Bakery,2015-01-22,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A
40398700,FAMOUS PIZZA,QUEENS,7512,37 AVENUE,11372,7182055000,Pizza,2014-12-16,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18,
40393558,FITZGERALD'S PUB,MANHATTAN,336,THIRD AVENUE,10010,2126796931,American,2013-05-07,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,42,
50045538,THE LEGEND,BROOKLYN,947,61ST ST,11219,7186861888,Chinese,2016-04-20,15I,''No Smoking' and/or 'Smoking Permitted' sign not conspicuously posted. Health warning not present on 'Smoking Permitted,Not Critical,0,
50019121,TOPAZ NOODLE BAR,MANHATTAN,129,W 56TH ST,10019,2122472277,Asian,2015-06-22,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,
41583460,HARDING'S,MANHATTAN,32,EAST 21 STREET,10010,2126002105,American,2014-05-17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,
50037181,TAQUERIA EL MEZCAL,BROOKLYN,3910,4TH AVE,11232,7187682846,Mexican,2015-08-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A
50005732,SNACK BAR,MANHATTAN,679,RIVERSIDE DR,10031,2122341023,American,2014-12-30,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,
50004623,SCHNIPPERS,MANHATTAN,570,LEXINGTON AVE,10022,2128268100,American,2014-03-31,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,25,
41574121,ZIO,MANHATTAN,17,WEST   19 STREET,10011,2123521700,Italian,2014-03-27,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A
40560823,Lena Restaurant,BRONX,206,EAST  198 STREET,10458,7182955330,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-11-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,26,
41582724,LITTLE ITALY PIZZA,MANHATTAN,185,WEST   32 STREET,10001,2126439988,Pizza/Italian,2013-07-18,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,27,
40800121,CURVES GENTLEMAN'S CLUB,STATEN ISLAND,2945,ARTHUR KILL ROAD,10309,7189664477,American,2014-02-19,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,34,
40928150,TONY'S DI NAPOLI,MANHATTAN,147,WEST 43RD STREET,10036,2122210100,Italian,2016-02-17,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,10,A
50050799,THE ARMORY,BROOKLYN,67,4TH AVE,11217,6469648179,Other,1900-01-01,,,Not Applicable,0,
50005137,ROOTS,BROOKLYN,639,5TH AVE,11215,6154197877,CafÃƒÂ©/Coffee/Tea,2014-02-06,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A
41474954,MIKADO BISTRO,MANHATTAN,525,6 AVENUE,10011,2122559981,Japanese,2013-07-26,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,32,
40616388,GLATT KOSHER FAMILY CHINESE RESTAURANT,BROOKLYN,4305,18 AVENUE,11218,7189728085,Chinese,2013-05-01,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,29,
40668681,CASCARINO'S,QUEENS,15259,10 AVENUE,11357,7187464370,Italian,2015-08-24,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,23,
50016050,SOPHIES CUBAN CUISINE,MANHATTAN,401,E 68TH ST,10065,2124391814,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-12-05,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A
41224938,LINE BAGELS,BROOKLYN,476,SMITH STREET,11231,7184220001,Delicatessen,2013-06-05,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,
41613193,ALEWIFE,QUEENS,514,51 AVENUE,11101,7189377494,American,2016-03-09,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19,
50007670,BLIND BARBER,BROOKLYN,524,LORIMER ST,11211,7185992435,American,2014-12-10,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,
41250519,MILANO'S BAR,MANHATTAN,51,EAST HOUSTON STREET,10012,2122268844,American,2015-11-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
40704155,ERAWAN THAI CUISINE,QUEENS,4231,BELL BOULEVARD,11361,7184282112,Thai,2015-07-14,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A
41647571,PEKING GARDEN,MANHATTAN,3163,BROADWAY,10027,2128653600,Chinese,2014-07-31,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,P
50016026,S&S PIZZERIA,STATEN ISLAND,480,CASTLETON AVE,10301,7186821213,Pizza,2015-02-19,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,27,
41677434,BELLA LENA'S,QUEENS,6402,FRESH POND ROAD,11385,7184175100,Italian,2014-10-11,09C,Food contact surface not properly maintained.,Not Critical,33,
41713701,TROPICAL ROTISSERIE CHICKEN,BRONX,2701,SEDGWICK AVENUE,10468,9178916868,Spanish,2015-02-25,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,11,A
41477231,DINO,BROOKLYN,222,DEKALB AVENUE,11205,7182221999,Italian,2013-08-06,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,40,
41340002,HAPPY FAMILY,MANHATTAN,500,WEST   43 STREET,10036,2126956035,Chinese,2015-04-09,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,
50001320,SUPER SNACKS,QUEENS,4128,MAIN ST,11355,7188862294,Chinese,2014-04-03,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A
41264084,Evelyn,MANHATTAN,171,AVENUE C,10009,2122547772,American,2013-08-13,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,20,B
41698190,MAGIA EN TU VIDA,QUEENS,3804,JUNCTION BOULEVARD,11368,3478844548,Other,2014-07-02,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,4,A
41395582,MCNALLY JACKSON CAFE,MANHATTAN,52,PRINCE STREET,10012,2122741160,CafÃƒÂ©/Coffee/Tea,2016-04-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
41596018,GAJI GAJI,QUEENS,3412,UNION STREET,11354,7185392171,Korean,2014-11-05,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,45,
41583785,CAFE AFSONA,BROOKLYN,414,DITMAS AVENUE,11218,7186333006,Eastern European,2013-10-17,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,
41315707,LOUKOUMI TAVERNA,QUEENS,4507,DITMARS BOULEVARD,11105,7186263200,Greek,2013-09-10,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,10,
40385584,PIZZA GARDEN,QUEENS,17101,NORTHERN BOULEVARD,11358,7184615151,Pizza,2015-05-19,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A
50004299,EMMETTS,MANHATTAN,50,MACDOUGAL ST,10012,9176393571,American,2014-05-02,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B
41203533,GREAT TASTE BAKERY,MANHATTAN,3335,CATHERINE STREET,10038,6466424110,Bakery,2016-09-15,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34,C
41567772,THAI 101,BROOKLYN,448,MYRTLE AVENUE,11205,7188558518,Thai,2014-10-31,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,15,B
40424488,RENATO'S PASTRY SHOP,STATEN ISLAND,1646,FOREST AVENUE,10302,7184426838,Bakery,2015-03-03,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35,
50004969,DINO'S PIZZA & PASTA,QUEENS,5418,31ST AVE,11377,7185453800,Pizza/Italian,2016-09-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,47,
40367540,PICCOLA VENEZIA,QUEENS,4201,28 AVENUE,11103,7187218470,Italian,2013-09-04,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,17,
41271454,KATSUHAMA 47,MANHATTAN,11,EAST 47 STREET,10017,2127585909,Japanese,2014-12-23,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,32,
41455936,GINA LA FORNARINA,MANHATTAN,279,AMSTERDAM AVENUE,10023,2125956900,Italian,2015-03-19,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A
50005527,CHO-KO RESTAURANT,MANHATTAN,59,1ST AVE,10003,2123880885,Japanese,2015-09-29,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,
50033336,TRADITIONS EATERY,BROOKLYN,543,KINGS HWY,11223,7183763354,Jewish/Kosher,2016-04-12,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,33,
41396374,TASTY ROAST HOUSE,QUEENS,5916,MAIN STREET,11355,7188863118,Chinese,2016-08-18,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A
41614531,SILHOUETTE RESTAURANT LOUNGE,BRONX,5668,BROADWAY,10463,7186010777,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2016-10-14,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-05-15,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,
40785901,TOBACCO ROAD,MANHATTAN,355,WEST   41 STREET,10036,2129471188,American,2013-12-09,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,
40737995,AU BON PAIN,MANHATTAN,80,PINE STREET,10005,2129529007,Sandwiches/Salads/Mixed Buffet,2016-07-15,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A
50004076,EL POTRERO SPORT BAR,QUEENS,4612,GREENPOINT AVE,11104,6465228877,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-10-31,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38,
41639740,SEAMSTRESS,MANHATTAN,339,EAST   75 STREET,10021,2122888033,American,2014-05-21,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,11,A
41529703,ON THE ROCKS,MANHATTAN,696,10 AVENUE,10019,2122472055,American,2013-09-11,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,16,
41310578,EASTEND BAR & GRILL,MANHATTAN,1664,1 AVENUE,10028,2123483783,American,2015-03-17,20F,Current letter grade card not posted.,Not Critical,0,
41104489,BURGER KING,MANHATTAN,106,LIBERTY STREET,10006,9173381887,Hamburgers,2014-06-27,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,23,B
41453390,CANNERY,MANHATTAN,765,9 AVENUE,10019,2123972377,American,2015-09-11,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,
